Configuration,IsEqual,Precision,Recall,F-measure
00001,0,1.0,0.8912363052368164,0.9424906969070435
00002,0,1.0,0.6859379410743713,0.8137167692184448
00003,0,1.0,0.5817160606384277,0.7355505228042603
00004,0,1.0,0.7393703460693359,0.8501586318016052
00005,0,1.0,0.653471052646637,0.7904233932495117
00006,0,1.0,0.6694093346595764,0.8019714951515198
00007,0,1.0,0.8209009170532227,0.9016426205635071
00008,0,1.0,0.6232557892799377,0.7679083347320557
00009,0,1.0,0.7208860516548157,0.8378080129623413
00010,0,1.0,0.7785372734069824,0.8754804134368896
00011,0,1.0,0.5441949367523193,0.7048267126083374
00012,0,1.0,0.7393703460693359,0.8501586318016052
00013,0,1.0,0.7585747838020325,0.8627154231071472
00014,0,1.0,0.7208860516548157,0.8378080129623413
00015,0,1.0,0.8433913588523865,0.9150431752204895
00016,0,1.0,0.568789005279541,0.7251312732696533
00017,0,1.0,0.7208860516548157,0.8378080129623413
00018,0,1.0,0.6232557892799377,0.7679083347320557
00019,0,1.0,0.7585747838020325,0.8627154231071472
00020,0,1.0,0.568789005279541,0.7251312732696533
00021,0,1.0,0.7992982268333435,0.8884555101394653
00022,0,1.0,0.6232557892799377,0.7679083347320557
00023,0,1.0,0.7030864357948303,0.8256615400314331
00024,0,1.0,0.5817160606384277,0.7355505228042603
00025,0,1.0,0.7030864357948303,0.8256615400314331
00026,0,1.0,0.8433913588523865,0.9150431752204895
00027,0,1.0,0.6694093346595764,0.8019714951515198
00028,0,1.0,0.653471052646637,0.7904233932495117
00029,0,1.0,0.5562881827354431,0.7148909568786621
00030,0,1.0,0.5441949367523193,0.7048267126083374
00031,0,1.0,0.6089280843734741,0.7569363713264465
00032,0,1.0,0.9167001843452454,0.9565399885177612
00033,0,1.0,0.7030864357948303,0.8256615400314331
00034,0,1.0,0.7208860516548157,0.8378080129623413
00035,0,1.0,0.6859379410743713,0.8137167692184448
00036,0,1.0,0.7208860516548157,0.8378080129623413
00037,0,1.0,0.5441949367523193,0.7048267126083374
00038,0,1.0,0.6089280843734741,0.7569363713264465
00039,0,1.0,0.7208860516548157,0.8378080129623413
00040,0,1.0,0.8433913588523865,0.9150431752204895
00041,0,1.0,0.5101903676986694,0.6756636500358582
00042,0,1.0,0.5562881827354431,0.7148909568786621
00043,0,1.0,0.6694093346595764,0.8019714951515198
00044,0,1.0,0.7992982268333435,0.8884555101394653
00045,0,1.0,0.7785372734069824,0.8754804134368896
00046,0,1.0,0.7208860516548157,0.8378080129623413
00047,0,1.0,0.7585747838020325,0.8627154231071472
00048,0,1.0,0.6232557892799377,0.7679083347320557
00049,0,1.0,0.6859379410743713,0.8137167692184448
00050,0,1.0,0.6859379410743713,0.8137167692184448
00051,0,1.0,0.6694093346595764,0.8019714951515198
00052,0,1.0,0.568789005279541,0.7251312732696533
00053,0,1.0,0.5950888395309448,0.746151328086853
00054,0,1.0,0.7393703460693359,0.8501586318016052
00055,0,1.0,0.7030864357948303,0.8256615400314331
00056,0,1.0,0.7992982268333435,0.8884555101394653
00057,0,1.0,0.6380952596664429,0.7790697813034058
00058,0,1.0,0.4995613992214203,0.6662766933441162
00059,0,1.0,0.8209009170532227,0.9016426205635071
