Configuration,IsEqual,Precision,Recall,F-measure
00001,0,0.9655930995941162,0.9442488551139832,0.954801619052887
00002,0,0.8348191976547241,0.747214674949646,0.7885913848876953
00003,0,0.7042553424835205,0.6339377164840698,0.6672490239143372
00004,0,0.8613809943199158,0.8057448863983154,0.8326345682144165
00005,0,0.8214285969734192,0.6729776263237,0.7398296594619751
00006,0,0.8313252925872803,0.6893917322158813,0.7537349462509155
00007,0,0.9200000166893005,0.8454053997993469,0.8811267614364624
00008,0,0.8023256063461304,0.6418604850769043,0.713178277015686
00009,0,0.862500011920929,0.7424050569534302,0.7979591488838196
00010,0,0.8961039185523987,0.801777184009552,0.846320390701294
00011,0,0.75,0.5604395866394043,0.641509473323822
00012,0,0.8733705878257751,0.7611165046691895,0.8133887648582458
00013,0,0.8971439003944397,0.8263403177261353,0.8602877259254456
00014,0,0.8623988032341003,0.7417721748352051,0.7975502014160156
00015,0,0.9457142949104309,0.9191040396690369,0.9322193264961243
00016,0,0.7666666507720947,0.5857678055763245,0.6641189455986023
00017,0,0.8678532838821411,0.763765811920166,0.8124894499778748
00018,0,0.7467288374900818,0.6792065501213074,0.7113690376281738
00019,0,0.8846153616905212,0.7812187671661377,0.8297081589698792
00020,0,0.7666666507720947,0.5857678055763245,0.6641189455986023
00021,0,0.9078590869903564,0.8228070139884949,0.8632431030273438
00022,0,0.8117031455039978,0.6793433427810669,0.7396484613418579
00023,0,0.8518518805503845,0.7240740656852722,0.7827827334403992
00024,0,0.7752808928489685,0.5990806818008423,0.6758859157562256
00025,0,0.8518518805503845,0.7240740656852722,0.7827827334403992
00026,0,0.9324055910110474,0.868196964263916,0.8991564512252808
00027,0,0.8312056660652161,0.6888039708137512,0.7533344030380249
00028,0,0.8214285969734192,0.6729776263237,0.7398296594619751
00029,0,0.7582417726516724,0.5728937983512878,0.6526638269424438
00030,0,0.75,0.5604395866394043,0.641509473323822
00031,0,0.7857980132102966,0.6271050572395325,0.6975395679473877
00032,0,0.9718309640884399,0.9440643787384033,0.9577464461326599
00033,0,0.8518518805503845,0.7240740656852722,0.7827827334403992
00034,0,0.8624494075775146,0.7420886158943176,0.79775470495224
00035,0,0.841406524181366,0.7061126232147217,0.7678454518318176
00036,0,0.8624494075775146,0.7420886158943176,0.79775470495224
00037,0,0.7499200701713562,0.5602006912231445,0.6413236856460571
00038,0,0.7930334806442261,0.6268377304077148,0.7002090215682983
00039,0,0.862500011920929,0.7424050569534302,0.7979591488838196
00040,0,0.9324055910110474,0.868196964263916,0.8991564512252808
00041,0,0.7263157963752747,0.5254199504852295,0.6097466349601746
00042,0,0.7582417726516724,0.5728937983512878,0.6526638269424438
00043,0,0.8238005638122559,0.7089332938194275,0.762062668800354
00044,0,0.9155137538909912,0.8707017302513123,0.8925455808639526
00045,0,0.8960642218589783,0.8014354109764099,0.8461122512817383
00046,0,0.862500011920929,0.7424050569534302,0.7979591488838196
00047,0,0.8846153616905212,0.7812187671661377,0.8297081589698792
00048,0,0.7738967537879944,0.6789329648017883,0.723311185836792
00049,0,0.8355218768119812,0.747214674949646,0.7889047861099243
00050,0,0.841406524181366,0.7061126232147217,0.7678454518318176
00051,0,0.8312056660652161,0.6888039708137512,0.7533344030380249
00052,0,0.7666666507720947,0.5857678055763245,0.6641189455986023
00053,0,0.7840909361839294,0.6128526926040649,0.687976598739624
00054,0,0.8733705878257751,0.7611165046691895,0.8133887648582458
00055,0,0.8517441749572754,0.7234567999839783,0.7823764681816101
00056,0,0.9078590869903564,0.8228070139884949,0.8632431030273438
00057,0,0.8094918727874756,0.6760504245758057,0.7367778420448303
00058,0,0.7186638116836548,0.5142543911933899,0.5995141863822937
00059,0,0.9200000166893005,0.8454053997993469,0.8811267614364624
00060,0,0.8023256063461304,0.6418604850769043,0.713178277015686
00061,0,0.8733705878257751,0.7611165046691895,0.8133887648582458
00062,0,0.7752066254615784,0.5988253355026245,0.6756951212882996
00063,0,0.7840909361839294,0.6128526926040649,0.687976598739624
00064,0,0.8801630735397339,0.7856012582778931,0.8301981091499329
00065,0,0.7752066254615784,0.5988253355026245,0.6756951212882996
00066,0,0.8313252925872803,0.6893917322158813,0.7537349462509155
00067,0,0.8414633870124817,0.706413745880127,0.7680472135543823
00068,0,0.7156651020050049,0.5931677222251892,0.6486839652061462
00069,0,0.8846153616905212,0.7812187671661377,0.8297081589698792
00070,0,0.7510805130004883,0.5728937983512878,0.6499965190887451
